0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.025819	-0.037044	0.259827
0.025809	-0.036822	0.251301
0.025490	-0.036851	0.262476
0.025497	-0.036788	0.270818
0.025480	-0.036827	0.258208
0.025501	-0.036716	0.259991
0.025522	-0.036774	0.264105
0.025500	-0.036753	0.261455
0.025229	-0.037313	0.261091
0.029988	-0.037425	0.380748
0.006768	-0.023517	0.761791
-0.006302	-0.017554	1.074907
-0.074090	0.029393	1.115424
-0.067025	0.023257	1.097112
-0.102348	0.029100	1.170235
-0.130239	0.031051	1.282475
-0.161521	0.014331	1.364631
-0.154825	0.015330	1.452340
-0.184469	0.021308	1.488463
-0.197680	0.030027	1.574603
-0.211719	0.040562	1.604536
-0.209833	0.036306	1.607450
-0.208354	0.032856	1.571523
-0.195606	0.029872	1.526414
-0.190049	0.017714	1.507660
-0.185197	0.017098	1.498190
-0.153646	0.037879	1.473799
-0.002192	0.071634	1.461482
-0.019846	0.349547	1.442072
0.051271	0.626902	1.459496
-0.000174	0.655981	1.442246
0.012851	0.658737	1.425467
-0.024758	0.701696	1.429736
-0.081552	0.751571	1.424361
-0.070129	0.775913	1.402623
0.031145	0.823873	1.414564
0.004592	0.952726	1.405847
0.000204	1.028677	1.424144
0.096022	1.170389	1.419683
0.031447	1.214765	1.397200
0.028089	1.291505	1.431655
0.086107	1.438138	1.453720
0.081537	1.598567	1.474946
0.041176	1.833835	1.474068
0.114991	1.983390	1.474682
-0.021261	2.073910	1.470647
0.039895	2.167258	1.479696
0.075874	2.261689	1.501093
-0.021887	2.360059	1.492197
0.084078	2.452316	1.496753
0.119548	2.472320	1.496430
0.068103	2.585848	1.487277
0.044046	2.793434	1.465067
0.217261	2.959423	1.456139
0.050157	3.127380	1.443909
0.115221	3.179062	1.453451
0.194091	3.234134	1.456254
0.189303	3.286820	1.458566
0.180116	3.408086	1.450769
0.148918	3.521668	1.447307
0.153369	3.596134	1.482068
0.206315	3.713929	1.489256
0.211850	3.787657	1.485908
0.255149	3.799978	1.494725
0.259439	3.811708	1.524679
0.223640	3.848250	1.623979
0.198281	3.868399	1.801521
0.180429	3.899684	1.986148
0.127767	4.007082	2.087829
0.126756	4.099534	2.114545
0.190628	4.211082	2.109949
0.260544	4.314686	2.098959
0.275209	4.380463	2.053329
0.131578	4.596659	2.042291
0.141714	4.952984	2.070440
0.070884	5.294460	2.120890
0.046325	5.731728	2.172548
0.029444	5.892615	2.124916
-0.012481	6.145231	2.139805
0.147367	6.360130	2.121912
-0.149218	6.609383	2.110108
0.070246	6.811406	2.130948
-0.076759	7.007600	2.148978
0.053321	7.198149	2.077291
0.015967	7.417833	2.042856
-0.037582	7.519580	1.978857
0.004086	7.608666	1.932912
-0.002821	7.589469	1.859876
-0.004615	7.596991	1.758719
0.008294	7.608813	1.699961
0.013486	7.619324	1.628704
0.015931	7.630293	1.573345
0.013378	7.649247	1.504082
0.032141	7.664030	1.454021
0.053844	7.665265	1.404364
-0.063465	7.648453	1.446206
-0.255783	7.589434	1.516659
-0.355667	7.504073	1.584741
-0.439561	7.342745	1.614303
-0.466331	7.221048	1.601177
-0.460762	7.076959	1.625530
-0.405785	6.880506	1.648231
-0.539132	6.808131	1.638209
-0.510769	6.608749	1.605835
-0.534300	6.411346	1.552778
-0.478711	6.276127	1.523465
-0.481565	6.147586	1.488683
-0.465543	5.963465	1.488477
-0.424529	5.749302	1.460114
-0.408599	5.523239	1.433837
-0.483430	5.312090	1.402089
-0.381448	5.126680	1.413174
-0.364914	4.882082	1.448451
-0.285719	4.787913	1.463274
-0.245205	4.365448	1.475094
-0.136297	4.156472	1.473861
-0.215012	3.879056	1.463216
-0.160849	3.684466	1.426588
-0.150655	3.513645	1.409077
-0.091198	3.389201	1.366211
-0.163480	2.980510	1.302567
-0.152610	2.594872	1.302276
-0.007446	2.394743	1.322936
-0.079220	2.034347	1.298833
0.049370	1.660782	1.327752
-0.100172	1.403229	1.342134
-0.034058	1.272438	1.329121
-0.085835	1.103250	1.330910
0.011283	0.984536	1.361322
-0.046880	0.831147	1.355848
-0.019920	0.652601	1.368005
-0.031753	0.411405	1.362417
-0.020997	0.203200	1.330697
-0.151296	0.051296	1.271940
0.105843	0.062528	1.181802
-0.032222	0.075643	1.161492
-0.014219	0.078557	1.205975
-0.048550	0.086219	1.211895
-0.020897	0.072087	1.212047
0.081779	0.025834	1.222112
0.076016	0.045134	1.229699
-0.044588	0.099076	1.221778
0.050704	0.048023	1.180571
0.036667	0.051494	1.133124
0.052049	0.044044	1.101231
0.048179	0.044741	1.113723
-0.016641	0.055350	1.105108
-0.013529	0.070665	1.129905
-0.034256	0.084637	1.118144
-0.078936	0.059530	1.130182
-0.095980	0.069941	1.126799
-0.140267	0.111249	1.111233
-0.188637	0.132902	1.091438
-0.163970	0.114180	1.119280
-0.070101	0.122511	1.172637
-0.062633	0.131143	1.169919
-0.051165	0.179180	1.183413
-0.126833	0.234694	1.207933
-0.130700	0.204759	1.190851
-0.137226	0.202306	1.170131
-0.208395	0.161083	1.139336
-0.220461	0.118353	1.106939
-0.226850	0.122355	1.112714
