0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
0.000000	0.000000	0.000000
-0.000000	0.000000	0.080000
-0.000000	0.000000	0.080000
-0.000000	0.000000	0.080000
-0.000000	0.000000	0.637532
-0.000000	0.000000	1.034995
-0.000000	0.000000	1.052092
0.000000	0.000000	1.040917
0.000000	0.000000	1.039516
0.000000	0.000000	1.039723
0.000000	0.000000	1.039775
0.000000	-0.000000	1.039773
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.039771
0.000000	-0.000000	1.103960
0.000000	0.000000	1.366944
0.000000	-0.000000	1.507182
0.000000	-0.000000	1.546129
0.000000	-0.000000	1.547048
0.000000	0.000000	1.541846
0.000000	-0.000000	1.539903
0.000000	-0.000000	1.539627
0.000000	-0.000000	1.539704
0.000000	-0.000000	1.539759
0.000000	-0.000000	1.539772
0.000000	-0.000000	1.539774
0.000000	-0.000000	1.539773
0.000000	-0.000000	1.539771
0.000000	-0.000000	1.539771
0.000000	-0.000000	1.539771
0.000000	-0.000000	1.539771
0.000000	-0.000000	1.539771
0.000000	-0.000000	1.539771
0.000000	-0.000000	1.539771
0.000000	-0.000000	1.539771
0.000186	-0.006926	1.541095
0.004105	-0.065483	1.542982
0.013199	-0.042289	1.546578
0.055911	0.063952	1.546737
0.080802	0.128909	1.550875
0.106942	0.083226	1.549484
0.146719	0.017103	1.548160
0.167454	-0.033743	1.548578
0.181448	0.008222	1.548542
0.207655	0.062106	1.547812
0.227113	0.044558	1.547912
0.271912	-0.021539	1.545534
0.281699	-0.057848	1.544655
0.279771	-0.059018	1.543304
0.279784	-0.056834	1.541639
0.279830	-0.056932	1.540544
0.279821	-0.057025	1.540030
0.279820	-0.057025	1.539805
0.279821	-0.057016	1.539709
0.279821	-0.057016	1.539715
0.279821	-0.057016	1.539744
0.279821	-0.057016	1.539762
0.279821	-0.057016	1.539770
0.279821	-0.057016	1.539772
0.279821	-0.057016	1.539773
0.279821	-0.057016	1.539772
0.279821	-0.057016	1.539772
0.279821	-0.057016	1.539771
0.279821	-0.057016	1.539771
0.279821	-0.057016	1.539771
0.279821	-0.057016	1.539771
0.279821	-0.057016	1.539771
0.279821	-0.057016	1.539771
0.279821	-0.057016	1.539771
